"Install_Dates","campaign_id","Country","installs","spends"
"2020-04-26","19115","IT","15","2.91"
"2020-04-29","94628","TW","7","7.85"
"2020-03-30","803170","RU","81","38.98"
"2020-05-18","160483","TW","6","2.99"
"2020-03-21","788794","KZ","89","2.7"
"2020-04-08","93687","NZ","12","7.05"
"2020-04-10","94296","SE","20","40.28"
"2020-04-08","94033","PL","8","1.31"
"2020-05-16","794235","MU","6","0.04"
"2020-05-15","19115","PL","43","10.16"
"2020-04-05","791927","US","2","2.22"
"2020-03-20","90133","BY","26","0.39"
"2020-03-25","159854","FR","28","6.46"
"2020-04-10","788437","JP","2","1.85"
"2020-05-15","794235","BT","1","0.01"
"2020-04-14","19115","DE","15","7.85"
"2020-05-17","159253","DK","5","1.59"
"2020-04-17","787733","FR","256","61.19"
"2020-03-30","91502","FI","6","0.38"
"2020-03-24","19115","PH","18","1.27"
"2020-05-06","22083","BR","2","0.22"
"2020-05-16","794235","CR","6","0.05"
"2020-03-28","19115","CA","2","0.75"
"2020-04-20","159854","IT","29","4.88"
"2020-03-20","19115","TW","15","17.34"
"2020-04-07","19115","RU","877","187.28"
"2020-05-06","788636","KZ","3","0.22"
"2020-05-06","794235","HN","2","0.01"
"2020-04-13","786530","AU","29","17.19"
"2020-04-06","92926","KR","26","56.42"
"2020-04-27","790003","RU","2","0.41"
"2020-05-16","22083","KR","3","2.04"
"2020-03-30","19115","BE","6","1.79"
"2020-03-22","19115","US","29","44.11"
"2020-04-25","160845","RU","1866","365.84"
"2020-05-17","794235","AL","13","0.1"
"2020-04-10","90464","CZ","11","1.56"
"2020-04-26","789721","RU","298","52.23"
"2020-04-08","788390","IT","1","0.04"
"2020-04-05","786714","BY","59","4.69"
"2020-03-19","19115","FR","35","32.14"
"2020-05-16","794235","NG","3","0.03"
"2020-04-20","792342","MX","0","0.22"
"2020-03-19","788982","MX","42","0.84"
"2020-04-23","792410","MX","13","0.2"
"2020-03-25","94608","TW","20","21.61"
"2020-05-06","791156","UA","21","10.02"
"2020-04-01","158519","RU","1","0.06"
"2020-04-17","92847","JP","5","8.07"
"2020-05-10","794235","TN","10","0.05"
"2020-04-30","803279","US","13","11.09"
"2020-04-02","19115","AT","3","0.56"
"2020-03-29","19115","AU","2","0.51"
"2020-04-29","92607","IT","52","32.67"
"2020-05-15","794235","AF","9","0.05"
"2020-05-06","93806","PL","60","30.57"
"2020-03-19","90430","CH","0","0.32"
"2020-03-18","789575","RO","25","0.8"
"2020-03-30","787907","UK","40","6.8"
"2020-04-07","161271","UA","202","14.59"
"2020-04-27","19115","HR","8","0.94"
"2020-05-17","794235","LY","36","0.31"
"2020-05-16","22083","IT","3","8.54"
"2020-03-21","19115","UK","6","3.01"
"2020-05-18","794235","LK","12","0.1"
"2020-05-15","794235","BN","3","0.02"
"2020-04-04","94342","SE","0","0.01"
"2020-04-17","95659","US","28","61.17"
"2020-05-10","19115","IE","2","0.25"
"2020-04-09","788894","LV","16","1.28"
"2020-04-05","160483","KR","9","6.96"
"2020-04-04","791300","UA","250","10.59"
"2020-04-12","787112","CL","262","34.55"
"2020-04-04","787847","FR","8","0.85"
"2020-04-25","93619","NO","13","12.1"
"2020-04-17","98067","RU","42","5.74"
"2020-04-05","93399","NL","43","30"
"2020-05-14","794235","PK","29","0.12"
"2020-04-24","90619","AT","6","5.16"
"2020-04-28","161569","US","7","8.93"
"2020-04-17","793773","BO","0","0.03"
"2020-05-18","788494","KR","50","29.1"
"2020-05-17","794235","BD","109","0.89"
"2020-05-10","19115","HK","2","0.41"
"2020-03-23","19115","UA","191","39.38"
"2020-04-15","19115","JP","1","0.21"
"2020-05-11","91872","FR","35","23.56"
"2020-04-12","789470","PL","138","14.7"
"2020-04-05","791401","UA","64","2.64"
"2020-05-04","92551","IE","13","5.53"
"2020-05-03","792410","TR","60","1.48"
"2020-05-03","794235","EC","3","0.02"
"2020-05-01","794235","KG","7","0.04"
"2020-04-03","92708","JP","21","53.43"
"2020-04-30","90039","BE","19","13.72"
"2020-04-26","19115","KR","2","3.34"
"2020-04-26","790592","SK","21","3.75"
"2020-05-16","794235","BF","5","0.03"
"2020-04-21","794235","LB","29","0.14"
"2020-05-09","789909","RU","205","29.13"
"2020-03-19","788454","JP","13","3.02"
"2020-05-03","792410","VN","293","7.74"
"2020-04-01","159854","UK","1","0.12"
"2020-04-30","790678","TW","1","0.28"
"2020-04-03","19115","NO","12","4.65"
"2020-04-19","792342","CG","0","0.03"
"2020-04-14","90619","DK","2","0.75"
"2020-04-16","19115","FI","3","1.11"
"2020-04-01","22083","UNKNOWN","0","0.41"
"2020-04-19","19115","SE","3","0.94"
"2020-04-05","803287","RU","45","16.04"
"2020-04-26","788298","IT","166","24.47"
"2020-04-24","792410","CG","6","0.06"
"2020-03-24","94692","UA","17","4.5"
"2020-04-16","789292","PL","84","13.45"
"2020-04-19","793773","VE","0","0.22"
"2020-04-17","19115","ES","32","8.76"
"2020-05-14","794235","RW","2","0.02"
"2020-03-24","789016","NO","8","1.24"
"2020-04-15","789505","PL","26","7.8"
"2020-04-06","791542","UK","77","23.47"
"2020-03-19","789073","PH","1","0.11"
"2020-04-06","790629","SK","1","0.07"
"2020-03-30","787274","DE","154","57.48"
"2020-05-06","794235","DO","3","0.02"
"2020-04-28","90619","DE","59","66.49"
"2020-05-07","790465","RU","2","0.33"
"2020-04-17","93101","KR","3","0.3"
"2020-04-20","95040","UA","231","45.97"
"2020-04-22","93027","KR","5","1.32"
"2020-05-13","792410","AR","202","4.1"
"2020-04-21","94248","QA","0","0.05"
"2020-04-30","791455","UA","9","1.8"
"2020-05-02","794235","GT","2","0.01"
"2020-04-03","19115","CZ","47","9.29"
"2020-04-13","792107","PH","1","0.01"
"2020-04-07","19115","RO","18","1.5"
"2020-05-17","794235","MM","92","0.79"
"2020-04-21","794235","ML","3","0.02"
"2020-04-27","90375","CH","7","20.01"
"2020-04-17","792136","US","60","60"
"2020-04-23","788127","IN","382","10.84"
"2020-05-12","788709","KZ","6","0.97"
"2020-03-28","96018","US","14","1.78"
"2020-04-24","160483","JP","35","19.11"
"2020-04-19","22083","CA","5","0.44"
"2020-05-10","159854","UK","6","0.96"
"2020-04-27","22083","TW","2","1.98"
"2020-05-11","22083","RU","25","61.12"
"2020-05-10","794235","RS","4","0.02"
"2020-04-07","90039","BE","0","0.06"
"2020-04-02","19115","KR","20","20.76"
"2020-04-30","791542","UK","42","18.92"
"2020-04-25","19115","ES","44","8.03"
"2020-04-29","22083","US","282","48.32"
"2020-04-16","786627","BR","2","0.08"
"2020-05-12","790778","UA","419","53.74"
"2020-04-16","789050","NZ","10","2.16"
"2020-04-24","789292","PL","276","50.83"
"2020-05-03","94692","UA","105","49.04"
"2020-04-17","793773","JO","0","0.02"
"2020-04-05","787088","CH","10","2.2"
"2020-04-22","90619","DK","4","2.1"
"2020-03-22","789602","RU","0","371.9956"
"2020-04-27","19115","NO","2","0.79"
"2020-04-26","794235","SV","2","0.01"
"2020-04-11","19115","SE","7","3.07"
"2020-04-24","19115","FI","4","0.89"
"2020-04-30","792410","PH","46","0.9"
"2020-05-01","22083","FR","3","13.52"
"2020-04-13","94248","QA","0","0.02"
"2020-04-12","95040","UA","73","16.19"
"2020-04-14","93027","KR","1","0.72"
"2020-05-11","787935","GE","6","0.42"
"2020-05-09","787274","DE","103","48.86"
"2020-05-14","794235","YE","20","0.16"
"2020-04-25","93101","KR","6","0.43"
"2020-04-04","90619","DE","46","45.84"
"2020-05-10","791631","US","55","49.85"
"2020-04-16","160483","JP","30","25.08"
"2020-05-03","803255","UA","4","0.75"
"2020-04-08","792192","UZ","3","0.08"
"2020-04-04","93596","NO","11","18.03"
"2020-05-18","792410","UZ","34","0.35"
"2020-04-15","788127","IN","781","45.04"
"2020-04-06","786843","BY","231","9.22"
"2020-04-25","794235","VE","17","0.08"
"2020-04-30","19115","RO","18","1.63"
"2020-04-27","19115","CZ","9","1.6"
"2020-04-27","786995","CH","15","22.52"
"2020-05-04","794235","MK","2","0.01"
"2020-04-30","788248","IN","0","0.18"
"2020-05-02","794235","CO","5","0.02"
"2020-04-25","95659","US","18","47.51"
"2020-04-30","803115","DE","3","1.85"
"2020-05-16","794235","KH","15","0.12"
"2020-04-28","94342","SE","13","15.84"
"2020-04-10","93295","KZ","30","5.07"
"2020-05-16","22083","CH","1","7.73"
"2020-05-16","19115","UK","6","18.64"
"2020-05-15","794235","HR","2","0.01"
"2020-03-18","789227","PH","14","0.19"
"2020-04-20","786909","BY","0","0.6"
"2020-04-25","98067","RU","5","0.42"
"2020-05-07","786429","AT","23","16.59"
"2020-04-29","93399","NL","35","39.84"
"2020-04-20","787112","CL","8","0.75"
"2020-04-28","791300","UA","1","0.04"
"2020-03-20","22083","null","0","0.4717"
"2020-04-17","93619","NO","3","5.51"
"2020-03-23","158583","UK","6","2.18"
"2020-04-29","160483","KR","27","30.79"
"2020-05-08","794235","PE","3","0.01"
"2020-05-09","94157","QA","5","4.13"
"2020-04-01","19115","HK","4","0.65"
"2020-04-06","803287","DK","1","0.55"
"2020-05-18","19115","UA","70","13.04"
"2020-04-04","161569","US","7","4.43"
"2020-04-20","98067","AT","1","0.14"
"2020-03-26","789083","PH","15","0.32"
"2020-04-15","790411","RU","182","29.51"
"2020-04-16","90619","AT","1","2.36"
"2020-05-15","794235","EG","142","1.2"
"2020-05-06","794235","MA","9","0.04"
"2020-05-06","794235","AZ","3","0.02"
"2020-05-04","22083","DE","4","16.9"
"2020-03-21","787456","DE","6","0.58"
"2020-04-27","92708","JP","13","46.51"
"2020-05-02","794235","BA","2","0.01"
"2020-04-06","788408","IT","1","0.06"
"2020-04-20","789470","PL","3","0.4"
"2020-05-05","792410","PY","47","0.96"
"2020-04-21","786530","AU","64","39.46"
"2020-04-29","792410","AM","98","1.96"
"2020-05-15","19115","TW","9","12.13"
"2020-05-15","159253","AT","3","2"
"2020-05-16","794235","IN","84","0.79"
"2020-04-30","19115","RU","1146","302.02"
"2020-03-26","788206","IN","3","0.02"
"2020-03-28","158583","BE","1","0.25"
"2020-04-01","792160","UZ","2","0.02"
"2020-04-09","788761","KZ","1","0.03"
"2020-04-12","159854","IT","27","3.93"
"2020-05-04","794235","OM","2","0.01"
"2020-05-11","22083","SA","0","1.7"
"2020-04-29","786714","BY","396","39.91"
"2020-04-17","160845","RU","1939","349.16"
"2020-03-22","158583","TW","13","6.5"
"2020-05-17","19115","US","9","27.76"
"2020-03-18","19115","NZ","1","1.25"
"2020-05-06","794235","NI","8","0.04"
"2020-05-08","788839","LV","65","14.77"
"2020-03-27","161666","MY","8","0.96"
"2020-05-09","19115","BE","3","3.21"
"2020-03-24","93375","MX","17","0.14"
"2020-05-18","794235","ID","13","0.1"
"2020-03-24","161666","BR","377","30.08"
"2020-05-11","792410","GE","31","0.6"
"2020-04-25","92847","JP","6","17"
"2020-05-14","19115","FR","13","3.16"
"2020-04-03","19115","HR","5","0.43"
"2020-04-12","19115","QA","1","0.07"
"2020-04-30","161271","UA","51","2.92"
"2020-05-13","19115","IS","1","0.12"
"2020-04-05","92607","IT","3","0.35"
"2020-05-08","19115","AU","1","0.75"
"2020-05-14","794235","TJ","11","0.08"
"2020-05-15","794235","KZ","3","0.02"
"2020-04-30","22083","UNKNOWN","0","16.47"
"2020-04-26","19115","AT","4","8.71"
"2020-04-22","786918","BY","151","7.65"
"2020-04-02","19115","IT","53","12.49"
"2020-04-05","94628","TW","8","0.58"
"2020-04-26","22083","UK","4","2.64"
"2020-04-15","93261","KZ","18","4.27"
"2020-05-04","791763","US","40","25.22"
"2020-05-10","90039","UN","0","0.11"
"2020-04-13","789616","RU","298","45.58"
"2020-04-07","95842","US","19","29.92"
"2020-05-14","19115","HU","12","1.94"
"2020-05-03","159253","DE","11","4.41"
"2020-04-04","19115","DK","6","3.09"
"2020-04-09","803151","RU","23","11.17"
"2020-05-05","794235","BZ","2","0.01"
"2020-05-09","794235","SO","2","0.01"
"2020-04-04","92440","HR","2","0.15"
"2020-03-26","158780","SI","2","0.2"
"2020-04-17","92097","FR","49","46.78"
"2020-03-27","92193","FR","15","0.8"
"2020-03-25","94405","SE","17","3.56"
"2020-05-01","93687","NZ","1","2.24"
"2020-04-09","788531","KR","29","43.4"
"2020-03-23","160483","TW","25","13.54"
"2020-05-09","803170","RU","53","40.62"
"2020-03-24","96175","CO","15","0.21"
"2020-05-15","90133","BY","13","0.24"
"2020-05-01","794235","LT","3","0.02"
"2020-05-04","159854","FR","106","29.3"
"2020-05-17","794235","IL","1","0.01"
"2020-03-20","19115","PL","2","0.47"
"2020-03-20","790667","TH","2","0.02"
"2020-03-25","788948","MD","25","0.72"
"2020-05-01","94033","PL","109","29.62"
"2020-05-03","22083","JP","2","1.71"
"2020-04-20","22083","NL","2","4.12"
"2020-03-29","95394","UA","35","0.67"
"2020-05-09","91502","FI","28","3.32"
"2020-04-08","786357","AE","3","0.28"
"2020-03-22","159253","DK","14","6.16"
"2020-04-09","790034","RU","3886","605.24"
"2020-04-25","787733","FR","63","17.11"
"2020-04-18","788437","JP","1","1.35"
"2020-04-22","19115","DE","10","15.05"
"2020-03-25","19115","SE","5","5.32"
"2020-05-11","794235","SV","6","0.03"
"2020-05-09","19115","FI","5","2.79"
"2020-05-16","792410","PH","37","0.8"
"2020-05-07","90619","DK","0","0.15"
"2020-05-12","19115","NO","1","0.09"
"2020-04-18","94692","UA","107","41.78"
"2020-05-09","789292","PL","72","24.77"
"2020-03-19","787088","CH","4","0.64"
"2020-05-12","160696","PL","46","9.55"
"2020-04-27","790778","UA","841","102.53"
"2020-03-30","786627","BR","15","1.22"
"2020-05-14","22083","US","17","40.85"
"2020-05-10","19115","ES","9","2.5"
"2020-03-30","788563","KR","12","2.28"
"2020-05-15","791542","UK","27","13.6"
"2020-04-25","794235","RS","2","0.01"
"2020-04-08","787481","DE","137","47.46"
"2020-04-20","93546","NL","32","49.96"
"2020-04-17","792342","VN","0","1.02"
"2020-04-16","789909","RU","107","17.14"
"2020-04-26","22083","RU","129","90.47"
"2020-05-12","22083","TW","2","2.87"
"2020-04-25","159854","UK","14","9.2"
"2020-05-04","22083","CA","5","4.43"
"2020-05-16","19115","RO","10","2.31"
"2020-05-10","794235","VE","21","0.1"
"2020-05-12","19115","CZ","14","2.07"
"2020-05-12","786995","CH","13","10.46"
"2020-04-26","792342","UZ","0","0.06"
"2020-03-20","786843","BY","97","1.94"
"2020-05-14","794235","PF","1","0.01"
"2020-05-02","792410","UZ","604","15.12"
"2020-03-22","792192","UZ","588","14.64"
"2020-03-30","160483","JP","18","10.44"
"2020-05-04","794235","JO","5","0.02"
"2020-03-27","94692","UN","0","0.39"
"2020-05-10","93101","KR","11","1.08"
"2020-03-18","90619","DE","31","37.82"
"2020-04-25","791631","US","44","32.2"
"2020-04-24","787274","DE","67","28.91"
"2020-04-26","787935","GE","162","11.42"
"2020-04-29","794235","YE","8","0.03"
"2020-04-09","791179","UA","136","53.61"
"2020-05-15","794235","CM","1","0.01"
"2020-04-12","791872","US","36","77.39"
"2020-04-25","89917","AU","12","24.44"
"2020-05-17","22083","FR","4","5.71"
"2020-05-14","160483","KR","2","1.67"
"2020-04-24","94157","QA","3","3.39"
"2020-04-17","19115","IE","3","0.68"
"2020-05-05","787112","CL","203","20.73"
"2020-05-14","93399","NL","16","19.66"
"2020-04-22","786429","AT","1","0.52"
"2020-05-01","94033","UN","0","0.1"
"2020-04-30","19115","UK","7","2.83"
"2020-04-30","22083","CH","1","2.01"
"2020-04-30","794235","KH","4","0.02"
"2020-05-10","95659","US","32","77.31"
"2020-05-18","794235","CO","26","0.21"
"2020-04-17","792342","TR","0","0.66"
"2020-05-18","794235","BA","23","0.18"
"2020-04-11","92551","IE","2","0.02"
"2020-04-19","22083","DE","13","7.28"
"2020-05-12","92708","JP","18","48.22"
"2020-04-21","794235","MA","6","0.03"
"2020-03-30","90619","AT","13","13.07"
"2020-04-30","794235","EG","25","0.12"
"2020-04-17","793773","MK","0","0.03"
"2020-04-13","790575","SE","1","0.16"
"2020-04-02","91872","FR","45","61.11"
"2020-05-02","19115","UA","75","17.29"
"2020-04-17","19115","HK","1","1.95"
"2020-04-17","94530","SK","44","30.39"
"2020-04-24","19115","BE","11","4.26"
"2020-04-21","794235","NI","8","0.03"
"2020-04-04","19115","NZ","2","0.56"
"2020-05-01","19115","US","27","72.74"
"2020-04-20","22083","ES","0","0.52"
"2020-04-01","160845","RU","941","128.88"
"2020-05-14","786714","BY","5","0.69"
"2020-03-23","788761","KZ","83","2.62"
"2020-03-26","159854","IT","12","4.62"
"2020-04-17","792160","UZ","2","0.02"
"2020-04-26","22083","SA","1","1.08"
"2020-04-19","793773","TN","0","0.06"
"2020-04-13","788636","KZ","347","24.91"
"2020-04-30","794235","IN","5","0.02"
"2020-05-16","19115","RU","212","54.05"
"2020-04-30","159253","AT","3","1.07"
"2020-04-30","19115","TW","2","2.3"
"2020-03-25","161666","IE","1","0.15"
"2020-04-23","792342","PY","0","0.02"
"2020-05-14","792410","AM","42","0.84"
"2020-04-05","788109","IL","12","0.72"
"2020-04-20","792410","PY","24","0.34"
"2020-04-10","787708","FI","11","1.1"
"2020-04-17","789528","RO","164","21.16"
"2020-05-11","19115","AT","1","0.2"
"2020-03-21","91391","DK","4","0.5"
"2020-04-28","19115","IS","1","0.19"
"2020-05-16","161271","UA","87","6.57"
"2020-04-13","93806","PL","83","31.55"
"2020-05-11","22083","UNKNOWN","0","15.99"
"2020-03-20","786948","CA","2","0.26"
"2020-05-03","794235","DZ","33","0.16"
"2020-04-05","786565","AU","125","50.4"
"2020-04-29","19115","FR","7","3"
"2020-05-15","794235","BY","5","0.04"
"2020-05-11","794235","SL","2","0.01"
"2020-05-12","787244","DE","36","57"
"2020-04-26","792410","GE","9","0.14"
"2020-03-29","161527","UA","32","2.64"
"2020-04-03","91461","FI","0","0.01"
"2020-05-02","95525","UK","12","24.35"
"2020-05-17","794235","MZ","1","0.01"
"2020-04-02","803588","RU","327","26.8"
"2020-04-09","160483","TW","11","4.81"
"2020-05-02","790437","RU","1","0.11"
"2020-04-26","92368","HK","1","1.95"
"2020-04-24","794235","SO","2","0.02"
"2020-03-23","94578","SK","12","0.31"
"2020-04-18","159253","DE","6","2.1"
"2020-04-29","19115","HU","8","2.33"
"2020-05-14","794235","SN","6","0.06"
"2020-05-11","19115","CH","2","1.21"
"2020-03-21","95842","US","13","14.97"
"2020-04-19","791763","US","63","72.19"
"2020-05-13","794235","PT","1","0.01"
"2020-05-11","22083","UK","3","4.42"
"2020-05-07","19115","DE","32","27.44"
"2020-03-29","90464","UN","0","0.73"
"2020-03-23","790034","RU","3718","408.2"
"2020-05-10","787733","FR","1","0.25"
"2020-04-08","787170","CZ","8","0.88"
"2020-04-07","92536","IE","14","5.27"
"2020-03-30","791951","US","89","28.21"
"2020-03-22","786357","AE","0","0.03"
"2020-04-24","91502","FI","11","1.87"
"2020-05-05","22083","NL","2","1.79"
"2020-03-30","158583","DE","1","0.3"
"2020-04-18","22083","JP","5","1.59"
"2020-04-11","788948","MD","33","1.19"
"2020-03-26","90262","CA","3","0.86"
"2020-04-06","19115","PL","203","91.29"
"2020-04-19","159854","FR","5","2.34"
"2020-04-30","90133","BY","41","0.35"
"2020-05-17","794235","LT","4","0.03"
"2020-03-22","19115","RU","1372","327.41"
"2020-04-18","788636","KZ","310","24.92"
"2020-04-09","159253","AT","4","1.14"
"2020-04-09","19115","TW","17","21.94"
"2020-05-04","159854","IT","74","15.51"
"2020-05-13","790003","RU","1","0.18"
"2020-05-01","22083","KR","0","1.55"
"2020-03-23","92926","KR","1","0.18"
"2020-05-17","794235","FJ","1","0.01"
"2020-04-07","19115","US","8","7.48"
"2020-04-15","19115","BE","8","4.34"
"2020-04-16","788839","LV","2","0.54"
"2020-04-27","19115","NZ","1","0.16"
"2020-05-14","789721","RU","321","49.47"
"2020-05-15","794235","GN","1","0.02"
"2020-03-21","788390","IT","30","1.27"
"2020-05-07","160845","RU","2423","542.05"
