"Install_Dates","campaign_id","Country","installs","spends"
"2020-05-12","19115","UK","11","3.17"
"2020-05-01","94342","SE","12","18.71"
"2020-04-14","93295","KZ","377","49.7"
"2020-04-04","792192","UZ","20","0.52"
"2020-04-08","93596","NO","13","19"
"2020-05-07","803255","UA","8","1.45"
"2020-04-12","160483","JP","78","60.7"
"2020-04-23","794235","JO","3","0.01"
"2020-04-27","19115","RO","10","1.63"
"2020-04-21","794235","VE","28","0.16"
"2020-04-30","19115","CZ","6","2.38"
"2020-04-30","786995","CH","22","15.58"
"2020-04-02","786843","BY","263","10.24"
"2020-04-11","788127","IN","610","19.48"
"2020-05-14","792410","UZ","26","0.28"
"2020-04-07","90375","CH","0","0.11"
"2020-04-17","94248","QA","1","0.04"
"2020-05-06","89917","AU","10","27.17"
"2020-04-28","22083","FR","3","4.84"
"2020-04-21","93101","KR","6","0.76"
"2020-04-08","90619","DE","38","17.34"
"2020-05-06","791631","US","120","107.32"
"2020-04-19","793773","LB","0","0.15"
"2020-05-15","787935","GE","3","0.25"
"2020-05-05","787274","DE","94","32.07"
"2020-05-18","794235","YE","10","0.09"
"2020-04-10","93027","KR","0","0.9"
"2020-04-16","95040","UA","217","49.19"
"2020-05-02","22083","US","15","205.68"
"2020-04-21","19115","ES","21","4.76"
"2020-04-26","791542","UK","46","16.39"
"2020-04-15","19115","SE","1","0.2"
"2020-04-30","794235","SV","4","0.02"
"2020-04-20","19115","FI","5","1.81"
"2020-04-27","792410","PH","17","0.32"
"2020-04-19","789505","PL","4","1.2"
"2020-04-18","90619","DK","0","1.82"
"2020-04-30","19115","NO","1","0.7"
"2020-04-20","789292","PL","278","49.63"
"2020-05-07","94692","UA","95","34.55"
"2020-04-06","788298","IT","12","1.77"
"2020-04-09","787088","CH","8","1.76"
"2020-05-16","790778","UA","299","50.87"
"2020-03-18","789602","RU","0","186.52"
"2020-04-12","786627","BR","5","0.53"
"2020-04-12","789050","NZ","15","3.21"
"2020-05-15","22083","RU","35","30.99"
"2020-04-30","22083","TW","3","10.37"
"2020-05-06","159854","UK","31","12.26"
"2020-05-15","791731","US","15","6.49"
"2020-04-02","788477","JP","11","3.08"
"2020-04-06","19115","KR","3","0.72"
"2020-04-23","22083","CA","5","1.27"
"2020-05-14","794235","EE","1","0.01"
"2020-05-06","794235","RS","2","0.01"
"2020-04-12","19115","JP","5","3.14"
"2020-05-18","91872","FR","28","35.21"
"2020-05-13","794235","LA","2","0.01"
"2020-05-03","19115","HK","1","0.09"
"2020-05-12","794235","BD","53","0.28"
"2020-04-30","161569","US","12","15.21"
"2020-04-09","90570","CZ","27","13.32"
"2020-04-20","790411","RU","1","0.19"
"2020-05-15","794235","PK","27","0.11"
"2020-04-19","90619","AT","3","0.62"
"2020-04-08","92708","JP","16","33.06"
"2020-05-10","794235","EC","7","0.03"
"2020-03-26","158583","HK","1","0.5"
"2020-04-27","794235","KG","5","0.02"
"2020-04-19","793773","GR","0","0.01"
"2020-05-10","792410","TR","21","0.48"
"2020-04-06","791401","UA","43","1.72"
"2020-03-22","92492","HR","10","0.26"
"2020-04-15","789470","PL","226","24.6"
"2020-05-17","794235","PA","6","0.05"
"2020-04-10","95659","US","42","62.22"
"2020-05-14","794235","BN","0","0.01"
"2020-04-24","794235","BO","3","0.02"
"2020-05-11","794235","LK","6","0.03"
"2020-05-13","22083","IT","10","5.73"
"2020-03-18","19115","UK","13","8.5"
"2020-04-06","93399","NL","36","26.58"
"2020-04-10","98067","RU","14","2.38"
"2020-03-23","788199","IN","1","0.01"
"2020-04-03","803287","CH","2","1.25"
"2020-04-07","787847","FR","7","0.74"
"2020-04-18","93619","NO","9","4.45"
"2020-04-07","791300","UA","14","0.63"
"2020-04-15","787112","CL","403","42.79"
"2020-03-25","158780","IT","1","0.2"
"2020-04-06","160483","KR","4","2.43"
"2020-05-03","19115","IE","2","0.33"
"2020-04-02","788894","LV","8","0.48"
"2020-04-28","791455","UA","26","5.2"
"2020-04-22","94248","QA","1","1.31"
"2020-04-21","93027","KR","5","8.07"
"2020-05-16","792410","AR","171","3.54"
"2020-04-23","95040","UA","153","36.51"
"2020-05-11","791179","UA","86","48.09"
"2020-04-30","90619","DE","52","44.26"
"2020-05-07","794235","DO","4","0.02"
"2020-04-10","93101","KR","2","0.26"
"2020-04-03","803287","AT","1","0.85"
"2020-04-19","160483","JP","32","19.78"
"2020-03-27","96018","US","20","1.79"
"2020-04-20","788127","IN","846","37.61"
"2020-05-01","90375","CH","16","30.77"
"2020-04-08","19115","CZ","22","3.89"
"2020-04-08","786995","CH","31","16.9"
"2020-04-14","792107","PH","2","0.02"
"2020-04-04","19115","RO","12","0.89"
"2020-05-12","794235","MM","18","0.08"
"2020-04-10","792136","US","19","15.2"
"2020-03-24","159854","UK","9","2.35"
"2020-04-29","790678","TW","1","1.37"
"2020-05-10","792410","VN","60","1.23"
"2020-04-16","22083","CA","6","0.8"
"2020-05-04","789909","RU","263","30.47"
"2020-03-23","22083","RU","0","0.37"
"2020-03-20","788454","JP","14","3.3"
"2020-05-13","794235","BF","4","0.03"
"2020-04-22","794235","LB","23","0.12"
"2020-05-12","787481","DE","1","0.42"
"2020-05-02","790592","SK","1","0.1"
"2020-05-02","19115","KR","2","0.54"
"2020-04-28","90039","BE","20","26.59"
"2020-04-05","791542","UK","61","18.33"
"2020-04-05","790629","SK","2","0.07"
"2020-04-01","789016","NO","9","1.44"
"2020-04-12","789505","PL","8","2.4"
"2020-04-10","19115","ES","132","24.93"
"2020-05-02","788298","IT","143","27.57"
"2020-04-01","94692","UA","366","117.79"
"2020-04-11","789292","PL","116","13.24"
"2020-04-19","789050","NZ","1","0.18"
"2020-04-06","803287","RU","7","2.15"
"2020-04-18","793773","JO","0","0.06"
"2020-04-11","19115","FI","12","3.26"
"2020-04-24","19115","SE","2","0.67"
"2020-04-08","19115","NO","9","3.12"
"2020-04-13","90619","DK","0","0.22"
"2020-03-23","158780","BR","496","74.55"
"2020-03-30","159854","FR","6","0.52"
"2020-03-19","90133","BY","27","0.45"
"2020-04-06","791927","US","1","1.74"
"2020-05-14","19115","PL","51","22.92"
"2020-05-13","794235","MU","2","0.02"
"2020-05-16","794235","RE","3","0.02"
"2020-04-03","94033","PL","7","0.51"
"2020-05-07","22083","BR","6","1.5"
"2020-03-25","91502","FI","3","0.69"
"2020-04-01","19115","PH","25","2.07"
"2020-04-19","791951","US","1","0.65"
"2020-04-10","787733","FR","92","18.82"
"2020-05-12","787170","CZ","1","0.21"
"2020-04-26","790034","RU","158","23.53"
"2020-04-13","19115","DE","21","17.56"
"2020-05-14","794235","BT","1","0.01"
"2020-04-30","94628","TW","5","4.85"
"2020-04-09","92412","HR","24","8.56"
"2020-05-18","794235","RO","4","0.05"
"2020-05-02","19115","IT","9","1.66"
"2020-04-28","95842","US","29","42.79"
"2020-04-09","19115","CH","5","3.42"
"2020-04-22","789616","RU","876","146.64"
"2020-05-11","789436","PL","2","0.42"
"2020-04-01","159253","DE","35","9.87"
"2020-03-20","19115","HU","3","0.44"
"2020-04-30","19115","DK","2","2.65"
"2020-04-27","790549","RU","1","0.18"
"2020-04-18","92097","FR","44","33.35"
"2020-05-16","794235","SK","1","0.01"
"2020-03-18","788794","KZ","56","1.68"
"2020-04-03","93687","NZ","2","5.94"
"2020-03-20","91343","DE","7","5.45"
"2020-05-11","160483","TW","41","24.73"
"2020-04-25","788078","ID","222","6.16"
"2020-03-25","803170","RU","54","24.91"
"2020-04-29","803279","US","25","18.46"
"2020-05-03","794235","TN","12","0.06"
"2020-04-10","92847","JP","1","2.93"
"2020-05-07","791156","UA","6","2.7"
"2020-03-24","158519","RU","317","19.36"
"2020-05-13","794235","NG","1","0.01"
"2020-04-23","792342","MX","0","0.02"
"2020-03-20","788982","MX","50","1"
"2020-03-20","19115","FR","36","23.47"
"2020-05-10","791854","US","23","35.9"
"2020-05-17","794235","SI","1","0.01"
"2020-05-01","19115","HR","5","0.51"
"2020-03-20","90430","CH","2","0.27"
"2020-04-04","161271","UA","111","5.31"
"2020-03-21","789575","RO","24","0.76"
"2020-03-25","787907","UK","38","6.46"
"2020-05-12","794235","LY","4","0.02"
"2020-05-07","93806","PL","47","35.2"
"2020-03-26","19115","AU","7","3.84"
"2020-05-14","794235","AF","5","0.04"
"2020-04-30","92607","IT","47","28.19"
"2020-04-19","788044","HR","1","0.1"
"2020-04-09","19115","AT","3","12.1"
"2020-05-03","789528","RO","1","0.11"
"2020-04-05","92926","KR","19","25.83"
"2020-05-07","794235","HN","3","0.02"
"2020-04-14","786530","AU","59","35.31"
"2020-04-19","793773","DZ","0","0.24"
"2020-04-04","19115","RU","1428","365.9"
"2020-05-07","788636","KZ","1","0.08"
"2020-03-26","158780","IL","5","0.5"
"2020-03-19","19115","TW","30","49.91"
"2020-04-23","159854","IT","11","2"
"2020-05-13","794235","CR","3","0.02"
"2020-03-27","19115","CA","4","3.44"
"2020-03-23","158583","NZ","16","8"
"2020-04-13","22083","UNKNOWN","0","1.97"
"2020-04-06","786714","BY","5","0.39"
"2020-05-02","789721","RU","1530","304.69"
"2020-04-03","788390","IT","6","0.26"
"2020-04-18","160845","RU","809","121.42"
"2020-05-12","794235","AL","3","0.02"
"2020-03-25","19115","BE","5","1.08"
"2020-05-16","19115","NZ","2","1.82"
"2020-04-18","792342","TR","0","0.14"
"2020-04-03","803393","UA","1","0.22"
"2020-03-20","791401","UA","26","0.78"
"2020-04-24","92551","IE","8","7.78"
"2020-04-05","788583","KR","17","5.74"
"2020-04-25","792410","TR","15","0.36"
"2020-04-13","787262","DE","2","0.9"
"2020-04-25","794235","EC","3","0.02"
"2020-05-12","794235","KG","3","0.02"
"2020-03-22","92708","JP","1","0.11"
"2020-04-16","22083","DE","12","0.31"
"2020-04-30","794235","PK","90","0.48"
"2020-03-20","788001","GE","45","0.95"
"2020-05-04","90619","AT","2","3.06"
"2020-04-18","793773","MK","0","0.01"
"2020-04-05","94502","SK","24","6.74"
"2020-04-27","794235","BD","30","0.16"
"2020-04-18","19115","HK","1","0.42"
"2020-04-28","794235","LA","4","0.02"
"2020-03-26","19115","JP","3","0.91"
"2020-04-02","19115","UA","186","33.9"
"2020-05-02","91872","FR","10","12.3"
"2020-04-18","19115","IE","10","5.34"
"2020-04-15","91425","FI","26","25.55"
"2020-03-24","96175","RO","1","0.03"
"2020-04-11","94157","QA","1","0.22"
"2020-03-20","160483","KR","1","0.5"
"2020-03-21","791300","UA","409","17.46"
"2020-03-21","787847","FR","140","14.91"
"2020-05-03","93619","NO","11","10.07"
"2020-03-18","789079","PH","1","0.1"
"2020-04-13","786429","AT","65","34.46"
"2020-04-04","19115","UK","36","21.26"
"2020-04-28","22083","IT","3","2.58"
"2020-04-26","794235","LK","3","0.02"
"2020-05-09","794235","BO","2","0.01"
"2020-05-17","794235","UY","5","0.05"
"2020-03-26","158519","UA","289","14.81"
"2020-03-24","95659","US","0","0.67"
"2020-04-16","787605","DE","60","48"
"2020-03-22","19115","CZ","16","2.87"
"2020-04-27","794235","MM","14","0.06"
"2020-03-18","19115","RO","14","2.02"
"2020-04-04","803287","FR","5","2.95"
"2020-05-05","788127","IN","4","0.16"
"2020-05-01","788709","KZ","18","2.24"
"2020-05-04","160483","JP","11","9.29"
"2020-04-11","787274","DE","235","122.52"
"2020-03-25","161666","PH","37","2.88"
"2020-04-22","794235","DO","2","0.01"
"2020-03-24","93101","KR","12","0.38"
"2020-04-10","791631","US","120","110.11"
"2020-04-21","790465","RU","201","32.2"
"2020-04-26","791179","UA","26","21.48"
"2020-05-08","95040","UA","293","63.89"
"2020-05-16","90619","DE","42","30.66"
"2020-05-06","93027","KR","7","13.85"
"2020-04-30","792410","AR","424","8.68"
"2020-05-07","94248","QA","2","0.61"
"2020-04-10","89917","AU","1","0.08"
"2020-05-11","794235","GT","3","0.02"
"2020-03-27","90619","DK","1","4.24"
"2020-03-25","19115","FI","4","0.81"
"2020-03-21","158583","KR","16","6.4"
"2020-05-09","19115","SE","2","1.62"
"2020-04-08","790778","UA","350","31.28"
"2020-05-18","788298","IT","6","0.92"
"2020-04-17","94692","UA","91","26.85"
"2020-05-04","792410","CG","7","0.14"
"2020-03-24","19115","ES","24","3.88"
"2020-05-13","794235","KE","2","0.02"
"2020-05-13","90039","BE","20","16.44"
"2020-03-26","790523","RU","11","0.05"
"2020-03-28","158583","SE","0","0.25"
"2020-05-18","19115","KR","5","16.56"
"2020-04-15","93546","NL","22","15.21"
"2020-04-27","787481","DE","2","0.8"
"2020-05-18","790592","SK","1","0.47"
"2020-05-07","794235","LB","28","0.15"
"2020-04-19","789909","RU","7","1.12"
"2020-04-18","792342","VN","0","2.56"
"2020-04-25","792410","VN","124","3.26"
"2020-04-10","159854","UK","7","2.01"
"2020-03-27","19115","DE","153","121.65"
"2020-04-27","787170","CZ","2","0.47"
"2020-05-11","790034","RU","240","31.31"
"2020-04-04","788445","JP","5","15.76"
"2020-04-11","91502","FI","5","0.36"
"2020-04-22","22083","BR","3","0.2"
"2020-05-15","794235","TG","1","0.02"
"2020-04-17","22083","JP","3","0.97"
"2020-04-29","19115","PL","64","18.83"
"2020-05-14","794235","KW","1","0.01"
"2020-03-20","791927","US","17","6.64"
"2020-04-05","90133","BY","20","0.34"
"2020-04-16","159854","FR","29","6.93"
"2020-04-06","803287","UK","2","1.01"
"2020-04-26","160483","TW","24","14.86"
"2020-04-28","788070","ID","0","0.02"
"2020-04-04","788794","KZ","103","4.04"
"2020-04-09","92368","HK","1","0.03"
"2020-05-16","19115","DK","3","1.33"
"2020-04-06","19115","HU","17","2.36"
"2020-04-17","159253","DE","9","1.88"
"2020-04-16","791763","US","78","69.17"
"2020-03-23","19115","CH","2","0.95"
"2020-05-13","95842","US","13","9.69"
"2020-05-07","789616","RU","2","0.33"
"2020-05-18","19115","IT","7","1.69"
"2020-04-29","786589","BR","2","0.2"
"2020-03-23","19115","AT","10","5.24"
"2020-04-05","89897","AU","10","10.64"
"2020-04-18","789528","RO","144","19.77"
"2020-04-07","19115","IS","2","0.36"
"2020-04-12","19115","AU","1","0.48"
"2020-04-22","93806","PL","169","51.82"
"2020-04-20","793773","NI","0","0.02"
"2020-04-27","794235","LY","9","0.06"
"2020-04-11","788019","GE","41","1.64"
"2020-03-23","96175","UZ","54","0.98"
"2020-05-15","786411","AT","39","14.46"
"2020-05-17","19115","HR","4","0.98"
"2020-04-06","19115","FR","17","6.86"
"2020-05-02","93761","NZ","3","2.77"
"2020-04-06","788982","MX","4","0.12"
"2020-05-05","792410","MX","41","0.68"
"2020-04-12","788839","LV","72","16.74"
"2020-04-30","19115","NZ","1","0.55"
"2020-05-16","794235","UA","3","0.02"
"2020-03-30","22083","UNKNOWN","0","0.18"
"2020-04-11","19115","BE","29","9.21"
"2020-04-18","94530","SK","40","40.63"
"2020-04-03","19115","US","114","214.11"
"2020-05-03","160845","RU","2076","407.48"
"2020-04-01","90464","CZ","91","57.17"
"2020-05-18","789721","RU","15","2.88"
"2020-04-13","19115","CA","1","0.49"
"2020-04-18","792160","UZ","1","0.01"
"2020-05-08","159854","IT","13","1.77"
"2020-04-05","19115","TW","17","13.16"
"2020-04-05","159253","AT","1","0.84"
"2020-03-18","19115","RU","1502","265.42"
"2020-04-22","788636","KZ","577","50.29"
"2020-03-18","789069","PH","4","0.38"
"2020-04-22","794235","HN","4","0.02"
"2020-05-13","794235","FJ","1","0.01"
"2020-03-19","92926","KR","1","0.2"
"2020-03-29","90619","UN","0","0.45"
"2020-05-17","786686","BY","203","18.2"
"2020-04-28","22083","KR","1","0.69"
"2020-04-23","787733","FR","424","109.76"
"2020-04-07","790034","RU","5242","787.77"
"2020-03-20","159253","DK","1","0.4"
"2020-04-24","19115","DE","36","27.97"
"2020-04-01","95394","UA","41","0.94"
"2020-04-06","786357","AE","4","0.4"
"2020-05-07","91502","FI","20","2.08"
"2020-04-14","791951","US","1","0.31"
"2020-04-18","22083","NL","6","0.95"
"2020-03-22","790667","TH","2","0.02"
"2020-03-22","19115","PL","6","0.84"
"2020-05-15","794235","IL","2","0.02"
"2020-05-05","22083","JP","8","1.31"
"2020-04-30","94033","PL","65","28.42"
"2020-03-27","788948","MD","54","1.65"
"2020-05-06","159854","FR","60","14.36"
"2020-05-17","90133","BY","23","0.43"
"2020-04-04","786671","BR","56","1.65"
"2020-05-13","794235","TH","4","0.03"
"2020-03-21","160483","TW","8","4.35"
"2020-05-07","803170","RU","79","53.81"
"2020-03-26","96175","CO","6","0.19"
"2020-03-18","803588","RU","635","51.36"
"2020-04-15","92097","FR","33","19.92"
"2020-04-07","788531","KR","10","18.65"
"2020-03-27","94405","SE","12","3.08"
"2020-04-30","93687","NZ","8","2.76"
"2020-03-25","92193","FR","12","0.79"
"2020-05-05","159253","DE","149","63.14"
"2020-05-12","19115","HU","14","1.59"
"2020-05-07","794235","SO","5","0.02"
"2020-04-02","19115","DK","4","1.73"
"2020-04-07","803151","RU","42","22.67"
"2020-04-03","94628","TW","0","0.02"
"2020-04-04","19115","IT","73","24.78"
"2020-04-28","22083","UK","3","8.01"
"2020-04-09","95842","US","19","7"
"2020-05-08","90039","UN","0","0.19"
"2020-05-06","791763","US","38","27.24"
"2020-05-12","794235","TJ","6","0.04"
"2020-04-05","803472","US","3","1.5"
"2020-04-03","92607","IT","1","0.11"
"2020-04-24","786918","BY","67","2.8"
"2020-04-28","19115","AT","2","1.19"
"2020-04-14","788044","HR","2","0.74"
"2020-05-17","794235","KZ","2","0.02"
"2020-04-10","19115","QA","1","0.03"
"2020-04-05","19115","HR","2","0.11"
"2020-05-02","161271","UA","66","3.84"
"2020-04-23","92847","JP","3","7.41"
"2020-05-13","792410","GE","21","0.44"
"2020-04-20","794235","DZ","43","0.2"
"2020-05-12","19115","FR","17","5.38"
"2020-05-17","794235","GA","2","0.01"
"2020-03-26","161666","BR","399","31.52"
"2020-05-16","794235","ID","10","0.09"
"2020-03-26","93375","MX","10","0.09"
"2020-05-15","19115","US","44","94.9"
"2020-04-09","787676","DK","1","0.16"
"2020-05-07","19115","BE","6","5.45"
"2020-03-25","161666","MY","60","7.32"
"2020-05-04","794235","NI","5","0.02"
"2020-04-27","786714","BY","400","46.05"
"2020-04-15","160845","RU","1695","253.61"
"2020-03-22","158583","US","85","70"
"2020-05-02","19115","RU","1188","351.78"
"2020-05-18","794235","IN","85","0.69"
"2020-05-17","19115","TW","4","12.52"
"2020-05-17","159253","AT","13","21.47"
"2020-05-13","22083","SA","5","0.85"
"2020-03-29","792160","UZ","1","0.01"
"2020-04-10","159854","IT","12","3.31"
"2020-04-07","788761","KZ","2","0.06"
"2020-03-24","788206","IN","4","0.03"
"2020-05-03","792410","PY","47","1"
"2020-04-19","786530","AU","42","26.2"
"2020-04-27","792410","AM","110","2.12"
"2020-04-18","789470","PL","2","0.5"
"2020-04-08","788408","IT","10","0.55"
"2020-03-23","787456","DE","18","1.51"
"2020-04-29","92708","JP","29","40.05"
"2020-05-06","22083","DE","14","6.78"
"2020-04-17","790411","RU","79","12.81"
"2020-05-05","794235","CD","2","0.01"
"2020-05-04","794235","MA","8","0.04"
"2020-04-23","22083","UNKNOWN","0","11.32"
"2020-04-14","90619","AT","8","2.56"
"2020-04-25","19115","JP","3","0.89"
"2020-05-16","19115","UA","46","10.98"
"2020-05-17","794235","EG","149","1.22"
"2020-03-18","91872","FR","0","0.94"
"2020-03-29","19115","HK","5","4.52"
"2020-03-18","93355","LT","8","0.27"
"2020-03-24","789083","PH","25","0.53"
"2020-04-18","98067","AT","1","0.14"
"2020-04-02","161569","US","13","5.82"
"2020-04-26","787847","FR","1","0.1"
"2020-04-15","93619","NO","2","4.12"
"2020-04-18","787112","CL","11","1.15"
"2020-04-26","791300","UA","1","0.04"
"2020-05-07","94157","QA","1","1.78"
"2020-04-27","160483","KR","54","62.69"
"2020-03-29","19115","IE","2","0.42"
"2020-03-21","158583","UK","8","2.64"
"2020-04-20","794235","GR","2","0.01"
"2020-04-27","93399","NL","35","41.08"
"2020-05-09","786429","AT","7","6.12"
"2020-04-23","98067","RU","38","4.62"
"2020-04-12","93295","KZ","34","6.54"
"2020-05-18","22083","CH","2","1.05"
"2020-04-26","94342","SE","16","11.03"
"2020-05-17","794235","HR","1","0.01"
"2020-04-18","786909","BY","0","2.64"
"2020-05-18","19115","UK","16","25.01"
"2020-05-02","803115","DE","4","3.4"
"2020-04-23","95659","US","30","65.37"
"2020-05-02","788248","IN","0","0.06"
"2020-05-18","794235","KH","24","0.19"
"2020-04-17","788127","IN","1386","43.95"
"2020-05-16","792410","UZ","42","0.5"
"2020-04-29","19115","CZ","9","1.25"
"2020-04-29","786995","CH","23","18.56"
"2020-04-23","794235","VE","28","0.14"
"2020-05-02","19115","RO","10","1.19"
"2020-04-08","786843","BY","343","13.71"
"2020-04-21","794235","JO","5","0.02"
"2020-04-14","160483","JP","43","22.15"
"2020-04-06","792192","UZ","3","0.08"
"2020-05-05","803255","UA","5","1.03"
"2020-04-16","93027","KR","1","1.73"
"2020-04-10","95040","UA","69","14.31"
"2020-04-18","793773","SR","0","0.01"
"2020-04-02","90619","DE","67","57.92"
"2020-04-23","93101","KR","3","0.26"
"2020-05-08","791631","US","68","55.5"
"2020-05-07","787274","DE","78","29.74"
"2020-05-12","794235","YE","2","0.01"
"2020-05-13","787935","GE","3","0.17"
"2020-04-30","22083","FR","8","2.19"
"2020-05-08","89917","AU","20","30.46"
"2020-04-19","98168","US","0","0.3"
"2020-04-11","94248","QA","1","0.02"
"2020-04-03","787088","CH","4","0.64"
"2020-04-04","788298","IT","118","13.25"
"2020-03-20","789602","RU","0","199.0386"
"2020-04-22","789292","PL","390","63.3"
"2020-05-05","94692","UA","115","36.07"
"2020-04-14","789050","NZ","22","3.75"
"2020-04-11","89985","BE","16","20.77"
"2020-04-14","786627","BR","4","0.28"
"2020-05-14","790778","UA","358","53.62"
"2020-04-22","19115","FI","3","0.71"
"2020-05-02","792410","PH","40","0.78"
"2020-04-13","19115","SE","2","0.53"
"2020-04-24","90619","DK","0","3.09"
"2020-05-01","791542","UK","57","24.73"
"2020-04-27","22083","US","32","43.17"
"2020-04-23","19115","ES","45","15.21"
"2020-05-08","794235","RS","3","0.02"
"2020-05-16","794235","EE","1","0.01"
"2020-04-04","19115","KR","22","29.7"
"2020-04-09","90039","BE","0","0.11"
"2020-05-08","159854","UK","28","9.17"
"2020-04-08","788477","JP","1","0.28"
"2020-04-21","22083","CA","0","1.71"
"2020-05-13","22083","RU","33","34.11"
"2020-04-29","22083","TW","0","3.41"
"2020-05-14","794235","SD","16","0.13"
"2020-05-15","794235","LT","9","0.07"
"2020-05-01","90133","BY","22","0.38"
"2020-04-21","159854","FR","14","2.4"
"2020-04-13","788948","MD","5","0.18"
"2020-04-20","22083","JP","0","5.24"
"2020-03-28","158583","DE","1","0.3"
"2020-04-08","19115","PL","333","98.9"
"2020-03-24","90262","CA","13","1.1"
"2020-05-03","22083","NL","1","1.71"
"2020-04-22","91502","FI","14","1.6"
"2020-03-20","786357","AE","1","0.27"
"2020-03-28","791951","US","65","21.18"
"2020-04-01","90464","UN","0","1.51"
"2020-05-09","19115","DE","44","79.48"
"2020-04-09","92536","IE","4","1.78"
"2020-04-06","159253","DK","3","0.62"
"2020-05-08","787733","FR","2","0.44"
"2020-04-06","787170","CZ","21","2.54"
"2020-03-21","790034","RU","2042","205.3"
"2020-04-21","791763","US","40","35.14"
"2020-03-23","95842","US","29","42.39"
"2020-05-13","19115","CH","1","0.27"
"2020-05-13","22083","UK","10","2.41"
"2020-03-18","19115","IT","19","3.71"
"2020-04-22","794235","SO","1","0.01"
"2020-04-27","19115","HU","11","1.25"
"2020-04-20","159253","DE","17","4"
"2020-03-21","94578","SK","11","0.22"
"2020-04-28","92368","HK","5","4.09"
"2020-04-04","803588","RU","800","80.46"
"2020-04-07","160483","TW","3","0.75"
"2020-04-30","95525","UK","26","28.64"
"2020-04-27","19115","FR","4","2.13"
"2020-04-04","93761","NZ","0","0.17"
"2020-05-05","794235","DZ","29","0.13"
"2020-05-14","787244","DE","34","35.72"
"2020-04-28","792410","GE","15","0.28"
"2020-05-13","794235","SL","1","0.02"
"2020-05-08","92847","JP","7","26.98"
"2020-05-17","794235","BY","2","0.02"
"2020-04-11","93806","PL","70","23.39"
"2020-04-17","793773","NI","0","0.02"
"2020-05-18","161271","UA","297","26.97"
"2020-03-19","19115","HR","6","1.34"
"2020-04-22","788019","GE","1","0.05"
"2020-03-22","786948","CA","3","0.38"
"2020-03-23","91391","DK","11","0.91"
"2020-04-12","787708","FI","7","0.7"
"2020-04-15","789528","RO","199","20.65"
"2020-04-26","19115","IS","1","0.34"
"2020-04-25","19115","AU","1","3.42"
"2020-04-04","790653","SK","127","12.6"
"2020-05-12","792410","AM","52","1.04"
"2020-04-03","788109","IL","2","0.08"
"2020-05-04","786530","AU","2","1.38"
"2020-03-27","161666","IE","1","0.15"
"2020-04-28","22083","SA","0","1.04"
"2020-03-21","788761","KZ","132","4.21"
"2020-03-24","159854","IT","60","8.69"
"2020-05-01","159253","AT","1","0.92"
"2020-05-01","19115","TW","3","3.64"
"2020-05-02","794235","IN","9","0.04"
"2020-05-18","19115","RU","348","81.23"
"2020-04-11","788636","KZ","306","22.64"
"2020-03-29","160845","RU","751","92.67"
"2020-03-18","96175","RS","3","0.05"
"2020-05-12","786714","BY","13","1.37"
"2020-03-22","792044","US","99","35.7"
"2020-04-02","19115","NZ","2","0.94"
"2020-04-15","94530","SK","45","12.7"
"2020-04-22","19115","BE","7","2.71"
"2020-04-30","19115","US","10","18.47"
"2020-04-11","790575","SE","14","2.4"
"2020-04-30","19115","UA","119","24.44"
"2020-04-04","91872","FR","40","48.84"
"2020-05-03","22083","UNKNOWN","0","13.56"
"2020-03-28","90619","AT","8","11.01"
"2020-05-01","794235","EG","38","0.18"
"2020-03-27","94608","UN","0","0.02"
"2020-05-14","92708","JP","10","22.32"
"2020-03-29","158583","JP","1","0.5"
"2020-04-21","22083","DE","11","10.66"
"2020-05-16","794235","BA","21","0.17"
"2020-03-22","788408","IT","231","20.52"
"2020-04-13","92551","IE","3","0.14"
"2020-04-17","793773","MA","0","0.02"
"2020-05-02","794235","KH","4","0.02"
"2020-05-16","794235","CO","21","0.14"
"2020-04-21","794235","MK","3","0.02"
"2020-04-24","98067","US","5","0.28"
"2020-05-08","95659","US","29","69.84"
"2020-05-02","19115","UK","3","1.65"
"2020-05-02","22083","CH","0","0.57"
"2020-04-30","94033","UN","0","0.14"
"2020-05-03","794235","JM","2","0.01"
"2020-04-24","786429","AT","3","1.37"
"2020-05-12","93399","NL","38","39.23"
"2020-04-15","19115","IE","2","0.39"
"2020-04-22","94157","QA","1","9.55"
"2020-05-12","160483","KR","5","7.72"
"2020-04-25","794235","PE","2","0.01"
"2020-05-03","787112","CL","229","28.1"
"2020-04-17","793773","AZ","0","0.03"
"2020-05-15","22083","FR","12","9.09"
"2020-04-23","89917","AU","6","11.23"
"2020-04-10","791872","US","17","19.94"
"2020-05-17","794235","CM","2","0.02"
"2020-04-27","794235","YE","3","0.02"
"2020-04-22","787274","DE","32","22.37"
"2020-04-23","791631","US","32","27.57"
"2020-04-28","787935","GE","195","13.99"
"2020-03-25","94692","UN","0","0.95"
"2020-05-08","93101","KR","0","0.32"
"2020-04-07","791179","UA","46","29.66"
"2020-04-05","788709","KZ","135","24.37"
"2020-03-20","792192","UZ","14","0.14"
"2020-03-28","160483","JP","4","1.7"
"2020-05-06","794235","JO","6","0.03"
"2020-03-22","786843","BY","521","17.93"
"2020-05-14","19115","CZ","13","4.14"
"2020-05-14","786995","CH","23","30.29"
"2020-05-08","794235","VE","16","0.08"
"2020-05-18","19115","RO","21","7.03"
"2020-04-30","792410","UZ","629","15.44"
